busId,timestamp,latitude,longitude,speed
busId,timestamp,0,000000,0,000000,0,00
BUS01,2025-05-15T12:12:00,40,419489,-3,696634,20,39
BUS01,2025-05-15T12:13:00,40,419515,-3,696584,50,86
BUS01,2025-05-15T12:14:00,40,419123,-3,696359,58,04
BUS01,2025-05-15T12:15:00,40,418659,-3,696484,34,13
BUS01,2025-05-15T12:16:00,40,418925,-3,696470,4,79
BUS01,2025-05-15T12:17:00,40,419008,-3,696677,38,88
BUS01,2025-05-15T12:18:00,40,418704,-3,696502,4,05
BUS01,2025-05-15T12:19:00,40,418472,-3,696321,24,98
BUS01,2025-05-15T12:20:00,40,418892,-3,696437,29,39
BUS01,2025-05-15T12:21:00,40,418691,-3,696632,0,00
BUS01,2025-05-15T12:22:00,40,418877,-3,696915,47,10
BUS01,2025-05-15T12:23:00,40,418650,-3,697324,50,25
BUS01,2025-05-15T12:24:00,40,418175,-3,697271,49,29
BUS01,2025-05-15T12:25:00,40,418003,-3,696905,51,25
BUS01,2025-05-15T12:26:00,40,417703,-3,696521,11,31
BUS01,2025-05-15T12:27:00,40,417325,-3,696551,41,37
BUS01,2025-05-15T12:28:00,40,417773,-3,696781,34,88
BUS01,2025-05-15T12:29:00,40,418022,-3,696998,23,79
BUS01,2025-05-15T12:30:00,40,418101,-3,697045,29,53
BUS01,2025-05-15T12:31:00,40,418086,-3,697445,6,77
BUS01,2025-05-15T12:32:00,40,418043,-3,697854,24,71
BUS01,2025-05-15T12:33:00,40,417964,-3,698293,29,23
BUS01,2025-05-15T12:34:00,40,418366,-3,697857,38,37
BUS01,2025-05-15T12:35:00,40,418058,-3,697820,7,87
BUS01,2025-05-15T12:36:00,40,417701,-3,697354,41,73
BUS01,2025-05-15T12:37:00,40,417327,-3,697565,39,47
BUS01,2025-05-15T12:38:00,40,417488,-3,697271,49,31
BUS01,2025-05-15T12:39:00,40,417373,-3,696980,2,82
BUS01,2025-05-15T12:40:00,40,417246,-3,697175,0,00
BUS01,2025-05-15T12:41:00,40,417631,-3,697257,18,41
