busId,timestamp,latitude,longitude,speed
BUS01,2025-05-15T12:16:00,40,422623,-3,695762,24,34
BUS01,2025-05-15T12:17:00,40,422616,-3,695360,29,98
BUS01,2025-05-15T12:18:00,40,422431,-3,695207,52,81
BUS01,2025-05-15T12:19:00,40,422675,-3,694967,38,73
BUS01,2025-05-15T12:20:00,40,422397,-3,695183,28,51
BUS01,2025-05-15T12:21:00,40,422666,-3,694684,56,50
BUS01,2025-05-15T12:22:00,40,423162,-3,694311,38,22
BUS01,2025-05-15T12:23:00,40,422669,-3,694530,33,29
BUS01,2025-05-15T12:24:00,40,422474,-3,694479,32,22
BUS01,2025-05-15T12:25:00,40,422649,-3,694762,42,88
BUS01,2025-05-15T12:26:00,40,422906,-3,694942,35,26
BUS01,2025-05-15T12:27:00,40,422575,-3,694465,59,43
BUS01,2025-05-15T12:28:00,40,422508,-3,694894,31,96
BUS01,2025-05-15T12:29:00,40,422846,-3,694708,57,64
BUS01,2025-05-15T12:30:00,40,422912,-3,695169,10,17
BUS01,2025-05-15T12:31:00,40,423396,-3,694898,38,22
BUS01,2025-05-15T12:32:00,40,422939,-3,694497,50,09
BUS01,2025-05-15T12:33:00,40,423263,-3,694067,56,20
BUS01,2025-05-15T12:34:00,40,423618,-3,693761,12,38
BUS01,2025-05-15T12:35:00,40,423727,-3,693430,20,03
BUS01,2025-05-15T12:36:00,40,423981,-3,693567,16,93
BUS01,2025-05-15T12:37:00,40,424396,-3,693836,0,00
BUS01,2025-05-15T12:38:00,40,424452,-3,693877,0,00
BUS01,2025-05-15T12:39:00,40,424921,-3,694225,34,75
BUS01,2025-05-15T12:40:00,40,424771,-3,693761,35,97
BUS01,2025-05-15T12:41:00,40,425113,-3,693920,58,53
BUS01,2025-05-15T12:42:00,40,424771,-3,693567,58,13
BUS01,2025-05-15T12:43:00,40,424994,-3,693735,12,96
BUS01,2025-05-15T12:44:00,40,425315,-3,693437,42,03
BUS01,2025-05-15T12:45:00,40,425794,-3,693302,10,67
BUS01,2025-05-15T12:46:00,40,425455,-3,692939,50,59
BUS01,2025-05-15T12:47:00,40,425578,-3,693016,13,04
BUS01,2025-05-15T12:48:00,40,425114,-3,692778,21,31
BUS01,2025-05-15T12:49:00,40,425240,-3,692858,55,50
BUS01,2025-05-15T12:50:00,40,425487,-3,692544,52,18
BUS01,2025-05-15T12:51:00,40,425702,-3,692101,53,11
BUS01,2025-05-15T12:52:00,40,425950,-3,692106,4,55
BUS01,2025-05-15T12:53:00,40,425478,-3,691811,26,67
BUS01,2025-05-15T12:54:00,40,425263,-3,691437,6,41
BUS01,2025-05-15T12:55:00,40,425264,-3,691063,42,74
BUS01,2025-05-15T12:56:00,40,424920,-3,690705,42,67
BUS01,2025-05-15T12:57:00,40,424935,-3,690591,7,21
BUS01,2025-05-15T12:58:00,40,425389,-3,690858,28,16
BUS01,2025-05-15T12:59:00,40,424915,-3,691146,40,95
BUS01,2025-05-15T13:00:00,40,425372,-3,691466,17,20
BUS01,2025-05-15T13:01:00,40,425408,-3,691435,53,53
BUS01,2025-05-15T13:02:00,40,425426,-3,691533,50,33
BUS01,2025-05-15T13:03:00,40,425538,-3,691322,59,00
BUS01,2025-05-15T13:04:00,40,425898,-3,691545,26,28
BUS01,2025-05-15T13:05:00,40,425477,-3,691236,6,28
BUS01,2025-05-15T13:06:00,40,425392,-3,691016,52,57
BUS01,2025-05-15T13:07:00,40,425201,-3,690685,0,35
BUS01,2025-05-15T13:08:00,40,425674,-3,690311,31,40
BUS01,2025-05-15T13:09:00,40,425746,-3,690164,52,15
BUS01,2025-05-15T13:10:00,40,425757,-3,690596,14,28
BUS01,2025-05-15T13:11:00,40,426007,-3,690365,23,14
BUS01,2025-05-15T13:12:00,40,426116,-3,690035,17,64
BUS01,2025-05-15T13:13:00,40,426571,-3,689570,30,54
BUS01,2025-05-15T13:14:00,40,426087,-3,689725,25,35
BUS01,2025-05-15T13:15:00,40,425792,-3,690088,0,00
BUS02,2025-05-15T12:16:00,40,426771,-3,698729,11,78
BUS02,2025-05-15T12:17:00,40,426952,-3,698931,48,06
BUS02,2025-05-15T12:18:00,40,426981,-3,698956,24,40
BUS02,2025-05-15T12:19:00,40,427297,-3,698772,55,93
BUS02,2025-05-15T12:20:00,40,426799,-3,698291,43,89
BUS02,2025-05-15T12:21:00,40,426634,-3,698647,39,73
BUS02,2025-05-15T12:22:00,40,426793,-3,698420,21,63
BUS02,2025-05-15T12:23:00,40,427236,-3,698379,46,68
BUS02,2025-05-15T12:24:00,40,427698,-3,698062,43,67
BUS02,2025-05-15T12:25:00,40,427882,-3,698535,47,52
BUS02,2025-05-15T12:26:00,40,428364,-3,698349,53,69
BUS02,2025-05-15T12:27:00,40,427877,-3,698391,8,72
BUS02,2025-05-15T12:28:00,40,427474,-3,698076,15,28
BUS02,2025-05-15T12:29:00,40,427813,-3,698377,14,78
BUS02,2025-05-15T12:30:00,40,427799,-3,698130,47,22
BUS02,2025-05-15T12:31:00,40,427888,-3,698589,34,34
BUS02,2025-05-15T12:32:00,40,428046,-3,698759,35,11
BUS02,2025-05-15T12:33:00,40,427691,-3,699090,22,06
BUS02,2025-05-15T12:34:00,40,427251,-3,698894,45,44
BUS02,2025-05-15T12:35:00,40,427205,-3,699365,28,88
BUS02,2025-05-15T12:36:00,40,427494,-3,698914,3,41
BUS02,2025-05-15T12:37:00,40,427397,-3,699188,40,08
BUS02,2025-05-15T12:38:00,40,427809,-3,698934,23,15
BUS02,2025-05-15T12:39:00,40,428052,-3,698797,33,47
BUS02,2025-05-15T12:40:00,40,428515,-3,698381,13,83
BUS02,2025-05-15T12:41:00,40,428709,-3,697968,22,93
BUS02,2025-05-15T12:42:00,40,428245,-3,698337,53,23
BUS02,2025-05-15T12:43:00,40,427773,-3,698134,6,85
BUS02,2025-05-15T12:44:00,40,427321,-3,698471,12,13
BUS02,2025-05-15T12:45:00,40,427496,-3,698278,0,00
BUS02,2025-05-15T12:46:00,40,427323,-3,698677,39,11
BUS02,2025-05-15T12:47:00,40,427122,-3,698878,13,38
BUS02,2025-05-15T12:48:00,40,427088,-3,699015,42,62
BUS02,2025-05-15T12:49:00,40,427233,-3,699229,53,67
BUS02,2025-05-15T12:50:00,40,427436,-3,699412,15,76
BUS02,2025-05-15T12:51:00,40,427616,-3,699806,0,00
BUS02,2025-05-15T12:52:00,40,427506,-3,699332,0,00
BUS02,2025-05-15T12:53:00,40,427746,-3,698855,6,84
BUS02,2025-05-15T12:54:00,40,428148,-3,699097,31,83
BUS02,2025-05-15T12:55:00,40,427759,-3,699073,30,95
BUS02,2025-05-15T12:56:00,40,427667,-3,698920,48,25
BUS02,2025-05-15T12:57:00,40,427965,-3,699239,24,68
BUS02,2025-05-15T12:58:00,40,427999,-3,699174,52,08
BUS02,2025-05-15T12:59:00,40,428349,-3,699349,57,52
BUS02,2025-05-15T13:00:00,40,428821,-3,699250,42,30
BUS02,2025-05-15T13:01:00,40,428765,-3,699317,50,00
BUS02,2025-05-15T13:02:00,40,429033,-3,699187,48,69
BUS02,2025-05-15T13:03:00,40,428840,-3,699659,46,41
