busId,timestamp,latitude,longitude,speed
busId,timestamp,0,000000,0,000000,0,00
BUS01,2025-05-15T11:44:00,40,418603,-3,703813,46,60
BUS01,2025-05-15T11:45:00,40,418137,-3,703547,49,53
BUS01,2025-05-15T11:46:00,40,418303,-3,703257,20,30
BUS01,2025-05-15T11:47:00,40,418188,-3,703694,52,34
BUS01,2025-05-15T11:48:00,40,418387,-3,703235,20,83
BUS01,2025-05-15T11:49:00,40,417967,-3,703551,15,31
BUS01,2025-05-15T11:50:00,40,418097,-3,703192,8,92
BUS01,2025-05-15T11:51:00,40,418551,-3,703680,36,43
BUS01,2025-05-15T11:52:00,40,418187,-3,703701,7,29
BUS01,2025-05-15T11:53:00,40,418013,-3,703882,50,43
BUS01,2025-05-15T11:54:00,40,418460,-3,703553,59,01
BUS01,2025-05-15T11:55:00,40,418040,-3,703686,53,68
BUS01,2025-05-15T11:56:00,40,418411,-3,703742,51,48
BUS01,2025-05-15T11:57:00,40,418060,-3,703263,19,74
BUS01,2025-05-15T11:58:00,40,417865,-3,702804,19,99
BUS01,2025-05-15T11:59:00,40,418297,-3,702456,13,24
BUS01,2025-05-15T12:00:00,40,418213,-3,702021,39,76
BUS01,2025-05-15T12:01:00,40,418546,-3,702119,42,13
BUS01,2025-05-15T12:02:00,40,418620,-3,701866,6,30
BUS01,2025-05-15T12:03:00,40,418655,-3,701560,42,81
BUS01,2025-05-15T12:04:00,40,418583,-3,701898,36,24
BUS01,2025-05-15T12:05:00,40,418197,-3,702307,6,93
BUS01,2025-05-15T12:06:00,40,418224,-3,702432,41,32
BUS01,2025-05-15T12:07:00,40,418150,-3,702358,31,35
BUS01,2025-05-15T12:08:00,40,418309,-3,702114,37,87
BUS01,2025-05-15T12:09:00,40,418074,-3,702135,52,30
BUS01,2025-05-15T12:10:00,40,417783,-3,701689,44,69
BUS01,2025-05-15T12:11:00,40,417782,-3,701833,29,36
BUS01,2025-05-15T12:12:00,40,417517,-3,701650,51,49
BUS01,2025-05-15T12:13:00,40,417216,-3,701396,54,82
BUS01,2025-05-15T12:14:00,40,417361,-3,701190,44,08
BUS01,2025-05-15T12:15:00,40,417587,-3,700794,57,22
BUS01,2025-05-15T12:16:00,40,417494,-3,700331,45,89
BUS01,2025-05-15T12:17:00,40,417796,-3,700626,55,80
BUS01,2025-05-15T12:18:00,40,417484,-3,701114,58,93
BUS01,2025-05-15T12:19:00,40,416984,-3,700822,3,44
BUS01,2025-05-15T12:20:00,40,416523,-3,701244,11,50
BUS01,2025-05-15T12:21:00,40,416383,-3,701730,51,70
BUS01,2025-05-15T12:22:00,40,416438,-3,702113,11,77
BUS01,2025-05-15T12:23:00,40,416187,-3,702525,1,97
BUS01,2025-05-15T12:24:00,40,416357,-3,702594,10,91
BUS01,2025-05-15T12:25:00,40,416225,-3,702466,23,16
BUS01,2025-05-15T12:26:00,40,416130,-3,702641,50,27
BUS01,2025-05-15T12:27:00,40,415853,-3,702492,40,22
BUS01,2025-05-15T12:28:00,40,415664,-3,702339,44,12
BUS01,2025-05-15T12:29:00,40,415462,-3,702271,50,48
BUS01,2025-05-15T12:30:00,40,415220,-3,702017,32,67
BUS01,2025-05-15T12:31:00,40,415669,-3,701770,27,85
BUS01,2025-05-15T12:32:00,40,416064,-3,702079,24,45
BUS01,2025-05-15T12:33:00,40,415669,-3,701618,1,91
BUS01,2025-05-15T12:34:00,40,415669,-3,701760,58,12
BUS01,2025-05-15T12:35:00,40,415972,-3,701935,50,47
BUS01,2025-05-15T12:36:00,40,416271,-3,702153,22,86
BUS01,2025-05-15T12:37:00,40,415909,-3,701653,25,23
BUS01,2025-05-15T12:38:00,40,415821,-3,702070,53,74
BUS01,2025-05-15T12:39:00,40,415715,-3,702000,21,81
BUS01,2025-05-15T12:40:00,40,416057,-3,702022,11,54
BUS01,2025-05-15T12:41:00,40,415604,-3,702412,23,41
BUS01,2025-05-15T12:42:00,40,415375,-3,702723,21,06
BUS01,2025-05-15T12:43:00,40,414999,-3,702605,53,19
BUS02,2025-05-15T11:44:00,40,423671,-3,695727,17,77
BUS02,2025-05-15T11:45:00,40,423761,-3,695314,44,83
BUS02,2025-05-15T11:46:00,40,423596,-3,695587,42,59
BUS02,2025-05-15T11:47:00,40,423102,-3,695593,32,89
BUS02,2025-05-15T11:48:00,40,422647,-3,695850,18,84
BUS02,2025-05-15T11:49:00,40,422548,-3,695838,29,10
BUS02,2025-05-15T11:50:00,40,422078,-3,695921,48,07
BUS02,2025-05-15T11:51:00,40,422075,-3,696272,15,32
BUS02,2025-05-15T11:52:00,40,422174,-3,696592,7,91
BUS02,2025-05-15T11:53:00,40,421702,-3,696272,24,96
BUS02,2025-05-15T11:54:00,40,421580,-3,695842,24,06
BUS02,2025-05-15T11:55:00,40,421427,-3,696002,15,91
BUS02,2025-05-15T11:56:00,40,421826,-3,695643,3,66
BUS02,2025-05-15T11:57:00,40,421560,-3,695491,46,80
BUS02,2025-05-15T11:58:00,40,421231,-3,695240,5,06
BUS02,2025-05-15T11:59:00,40,421266,-3,695624,11,46
BUS02,2025-05-15T12:00:00,40,421660,-3,695523,10,52
