busId,timestamp,latitude,longitude,speed
busId,timestamp,0,000000,0,000000,0,00
BUS01,2025-05-15T12:00:00,40,421816,-3,695978,45,42
BUS01,2025-05-15T12:01:00,40,422262,-3,696463,19,36
BUS01,2025-05-15T12:02:00,40,422706,-3,696893,17,59
BUS01,2025-05-15T12:03:00,40,422485,-3,697162,25,07
BUS01,2025-05-15T12:04:00,40,422722,-3,696778,27,80
BUS01,2025-05-15T12:05:00,40,422244,-3,696921,16,99
BUS01,2025-05-15T12:06:00,40,422655,-3,697068,49,93
BUS01,2025-05-15T12:07:00,40,422692,-3,697058,8,15
BUS01,2025-05-15T12:08:00,40,422359,-3,696791,46,36
BUS01,2025-05-15T12:09:00,40,422247,-3,696403,14,91
BUS01,2025-05-15T12:10:00,40,422026,-3,696108,16,97
BUS01,2025-05-15T12:11:00,40,422284,-3,696500,4,15
BUS01,2025-05-15T12:12:00,40,422541,-3,696144,16,19
BUS01,2025-05-15T12:13:00,40,422515,-3,695710,11,58
BUS01,2025-05-15T12:14:00,40,422533,-3,695361,23,53
BUS01,2025-05-15T12:15:00,40,422971,-3,695658,32,88
BUS01,2025-05-15T12:16:00,40,422997,-3,696136,48,83
BUS01,2025-05-15T12:17:00,40,422670,-3,695781,0,00
BUS01,2025-05-15T12:18:00,40,422533,-3,695768,36,82
BUS01,2025-05-15T12:19:00,40,422186,-3,696067,22,43
BUS01,2025-05-15T12:20:00,40,422570,-3,696131,27,14
BUS01,2025-05-15T12:21:00,40,422894,-3,695812,0,00
BUS01,2025-05-15T12:22:00,40,423268,-3,695434,48,49
BUS01,2025-05-15T12:23:00,40,423396,-3,695881,24,63
BUS01,2025-05-15T12:24:00,40,423878,-3,695780,53,88
BUS01,2025-05-15T12:25:00,40,424136,-3,695835,39,23
BUS01,2025-05-15T12:26:00,40,423994,-3,695903,35,76
BUS01,2025-05-15T12:27:00,40,424371,-3,696291,26,03
BUS01,2025-05-15T12:28:00,40,424478,-3,696006,32,03
BUS01,2025-05-15T12:29:00,40,424566,-3,695567,31,15
BUS01,2025-05-15T12:30:00,40,424822,-3,695179,23,38
BUS01,2025-05-15T12:31:00,40,424406,-3,695612,45,33
BUS01,2025-05-15T12:32:00,40,424409,-3,696045,6,08
BUS01,2025-05-15T12:33:00,40,424371,-3,696538,51,52
BUS01,2025-05-15T12:34:00,40,424269,-3,696479,21,07
BUS01,2025-05-15T12:35:00,40,424468,-3,696632,33,05
BUS01,2025-05-15T12:36:00,40,424172,-3,696688,11,68
BUS01,2025-05-15T12:37:00,40,424409,-3,696523,43,42
BUS01,2025-05-15T12:38:00,40,424283,-3,696286,40,15
BUS01,2025-05-15T12:39:00,40,424443,-3,696054,20,38
BUS01,2025-05-15T12:40:00,40,424445,-3,695755,17,92
BUS01,2025-05-15T12:41:00,40,424782,-3,696093,27,12
BUS01,2025-05-15T12:42:00,40,424764,-3,696167,21,13
BUS01,2025-05-15T12:43:00,40,424976,-3,696368,41,84
BUS01,2025-05-15T12:44:00,40,424879,-3,696193,53,49
BUS01,2025-05-15T12:45:00,40,424528,-3,695845,17,79
BUS01,2025-05-15T12:46:00,40,424816,-3,696259,18,07
BUS01,2025-05-15T12:47:00,40,425056,-3,696078,20,79
BUS01,2025-05-15T12:48:00,40,425458,-3,696409,27,16
BUS01,2025-05-15T12:49:00,40,425749,-3,696217,38,91
BUS01,2025-05-15T12:50:00,40,425782,-3,696262,37,83
BUS01,2025-05-15T12:51:00,40,425445,-3,695952,32,93
BUS01,2025-05-15T12:52:00,40,425858,-3,696412,8,91
BUS01,2025-05-15T12:53:00,40,425556,-3,696496,9,23
BUS01,2025-05-15T12:54:00,40,425593,-3,696970,21,85
BUS01,2025-05-15T12:55:00,40,425605,-3,696616,34,99
BUS01,2025-05-15T12:56:00,40,425290,-3,696981,51,58
BUS01,2025-05-15T12:57:00,40,425545,-3,697128,44,61
BUS01,2025-05-15T12:58:00,40,425190,-3,697185,31,06
BUS01,2025-05-15T12:59:00,40,425632,-3,697586,0,00
BUS02,2025-05-15T12:00:00,40,418410,-3,700484,12,69
BUS02,2025-05-15T12:01:00,40,418707,-3,700209,48,56
BUS02,2025-05-15T12:02:00,40,418243,-3,700689,34,57
BUS02,2025-05-15T12:03:00,40,418651,-3,700415,40,75
BUS02,2025-05-15T12:04:00,40,418410,-3,700675,41,94
BUS02,2025-05-15T12:05:00,40,418823,-3,701043,20,79
BUS02,2025-05-15T12:06:00,40,418913,-3,700649,53,79
BUS02,2025-05-15T12:07:00,40,418499,-3,700633,23,03
BUS02,2025-05-15T12:08:00,40,418673,-3,701066,14,38
BUS02,2025-05-15T12:09:00,40,419110,-3,700961,29,45
BUS02,2025-05-15T12:10:00,40,418945,-3,701170,0,00
BUS02,2025-05-15T12:11:00,40,418754,-3,700936,46,09
BUS02,2025-05-15T12:12:00,40,418744,-3,700974,54,26
BUS02,2025-05-15T12:13:00,40,418320,-3,700647,35,70
BUS02,2025-05-15T12:14:00,40,418130,-3,700956,6,45
BUS02,2025-05-15T12:15:00,40,418620,-3,700969,42,79
BUS02,2025-05-15T12:16:00,40,418528,-3,701134,14,32
BUS02,2025-05-15T12:17:00,40,418318,-3,701556,45,50
BUS02,2025-05-15T12:18:00,40,418366,-3,701918,21,88
BUS02,2025-05-15T12:19:00,40,418049,-3,701790,12,35
BUS02,2025-05-15T12:20:00,40,418233,-3,702243,27,42
BUS02,2025-05-15T12:21:00,40,417828,-3,702558,0,00
BUS02,2025-05-15T12:22:00,40,417782,-3,702594,48,42
BUS02,2025-05-15T12:23:00,40,417720,-3,702168,32,48
BUS02,2025-05-15T12:24:00,40,417737,-3,702158,56,84
BUS02,2025-05-15T12:25:00,40,417867,-3,702162,50,87
BUS02,2025-05-15T12:26:00,40,417584,-3,702496,41,80
BUS02,2025-05-15T12:27:00,40,417579,-3,702274,4,12
BUS02,2025-05-15T12:28:00,40,417130,-3,702563,49,68
BUS02,2025-05-15T12:29:00,40,416864,-3,702913,6,79
BUS02,2025-05-15T12:30:00,40,416817,-3,702572,19,19
BUS02,2025-05-15T12:31:00,40,416789,-3,702619,45,34
BUS02,2025-05-15T12:32:00,40,417101,-3,702163,19,22
BUS02,2025-05-15T12:33:00,40,416903,-3,701842,46,81
BUS02,2025-05-15T12:34:00,40,417303,-3,701795,48,58
BUS02,2025-05-15T12:35:00,40,417653,-3,701532,35,21
BUS02,2025-05-15T12:36:00,40,417659,-3,701579,0,00
BUS02,2025-05-15T12:37:00,40,417551,-3,701654,50,76
BUS02,2025-05-15T12:38:00,40,417771,-3,701931,24,45
BUS02,2025-05-15T12:39:00,40,417903,-3,702299,33,57
BUS02,2025-05-15T12:40:00,40,418257,-3,702017,51,94
BUS02,2025-05-15T12:41:00,40,418569,-3,702115,4,32
BUS02,2025-05-15T12:42:00,40,418161,-3,702111,30,41
BUS02,2025-05-15T12:43:00,40,418191,-3,701963,21,54
BUS02,2025-05-15T12:44:00,40,418180,-3,701594,4,20
BUS02,2025-05-15T12:45:00,40,417697,-3,701622,35,85
BUS02,2025-05-15T12:46:00,40,417482,-3,702010,39,66
BUS02,2025-05-15T12:47:00,40,417364,-3,701717,9,11
BUS02,2025-05-15T12:48:00,40,417270,-3,702026,42,60
BUS02,2025-05-15T12:49:00,40,417598,-3,701574,54,31
BUS02,2025-05-15T12:50:00,40,418094,-3,701742,30,70
BUS02,2025-05-15T12:51:00,40,418577,-3,701626,27,54
BUS02,2025-05-15T12:52:00,40,418614,-3,701775,42,06
BUS02,2025-05-15T12:53:00,40,419089,-3,701502,47,55
BUS02,2025-05-15T12:54:00,40,418719,-3,701345,55,35
BUS02,2025-05-15T12:55:00,40,418998,-3,701188,47,34
BUS02,2025-05-15T12:56:00,40,418889,-3,700708,31,26
BUS02,2025-05-15T12:57:00,40,418932,-3,700886,58,91
BUS02,2025-05-15T12:58:00,40,419139,-3,701011,39,10
BUS02,2025-05-15T12:59:00,40,418641,-3,701225,44,67
BUS03,2025-05-15T12:00:00,40,417625,-3,698263,31,39
BUS03,2025-05-15T12:01:00,40,417903,-3,698682,58,00
BUS03,2025-05-15T12:02:00,40,417907,-3,699052,4,37
BUS03,2025-05-15T12:03:00,40,417613,-3,698832,57,38
BUS03,2025-05-15T12:04:00,40,417756,-3,698534,5,95
BUS03,2025-05-15T12:05:00,40,417469,-3,698784,59,88
BUS03,2025-05-15T12:06:00,40,417132,-3,698966,37,19
BUS03,2025-05-15T12:07:00,40,417065,-3,698817,31,30
BUS03,2025-05-15T12:08:00,40,416873,-3,698713,7,10
BUS03,2025-05-15T12:09:00,40,416509,-3,698370,53,64
BUS03,2025-05-15T12:10:00,40,416975,-3,698037,16,70
BUS03,2025-05-15T12:11:00,40,417327,-3,698095,9,97
BUS03,2025-05-15T12:12:00,40,417651,-3,698114,17,03
BUS03,2025-05-15T12:13:00,40,417509,-3,697615,19,05
BUS03,2025-05-15T12:14:00,40,417330,-3,698013,53,15
BUS03,2025-05-15T12:15:00,40,417593,-3,698188,34,11
BUS03,2025-05-15T12:16:00,40,417294,-3,697975,39,53
BUS03,2025-05-15T12:17:00,40,417599,-3,698003,40,23
BUS03,2025-05-15T12:18:00,40,417272,-3,697542,42,08
BUS03,2025-05-15T12:19:00,40,417494,-3,697851,11,50
BUS03,2025-05-15T12:20:00,40,417528,-3,697836,17,63
BUS03,2025-05-15T12:21:00,40,417395,-3,697974,40,75
BUS03,2025-05-15T12:22:00,40,417260,-3,697823,53,92
BUS03,2025-05-15T12:23:00,40,417291,-3,698111,5,80
BUS03,2025-05-15T12:24:00,40,417601,-3,697947,4,01
BUS03,2025-05-15T12:25:00,40,417793,-3,697642,10,58
BUS03,2025-05-15T12:26:00,40,418118,-3,697496,47,62
BUS03,2025-05-15T12:27:00,40,418533,-3,697204,46,53
BUS03,2025-05-15T12:28:00,40,418853,-3,697218,12,95
BUS03,2025-05-15T12:29:00,40,418589,-3,696758,10,68
BUS03,2025-05-15T12:30:00,40,419039,-3,696449,4,50
BUS03,2025-05-15T12:31:00,40,418664,-3,696824,34,49
BUS03,2025-05-15T12:32:00,40,418681,-3,697227,0,00
BUS03,2025-05-15T12:33:00,40,418187,-3,697366,13,08
BUS03,2025-05-15T12:34:00,40,418389,-3,697832,36,09
BUS03,2025-05-15T12:35:00,40,418371,-3,697735,49,71
BUS03,2025-05-15T12:36:00,40,418509,-3,698020,52,49
BUS03,2025-05-15T12:37:00,40,418220,-3,697637,13,79
BUS03,2025-05-15T12:38:00,40,417850,-3,697806,19,67
BUS03,2025-05-15T12:39:00,40,417447,-3,697932,35,03
BUS03,2025-05-15T12:40:00,40,417796,-3,698294,0,72
BUS03,2025-05-15T12:41:00,40,417691,-3,698608,39,49
BUS03,2025-05-15T12:42:00,40,417304,-3,698612,3,32
BUS03,2025-05-15T12:43:00,40,417297,-3,699055,47,80
BUS03,2025-05-15T12:44:00,40,416856,-3,699050,46,83
BUS03,2025-05-15T12:45:00,40,417077,-3,698785,37,36
BUS03,2025-05-15T12:46:00,40,417080,-3,698668,54,79
BUS03,2025-05-15T12:47:00,40,417017,-3,698351,7,46
BUS03,2025-05-15T12:48:00,40,417473,-3,698145,0,59
BUS03,2025-05-15T12:49:00,40,417899,-3,698640,28,38
BUS03,2025-05-15T12:50:00,40,418335,-3,698884,0,00
BUS03,2025-05-15T12:51:00,40,418635,-3,698423,49,39
BUS03,2025-05-15T12:52:00,40,418713,-3,698902,16,52
BUS03,2025-05-15T12:53:00,40,418543,-3,699362,30,52
BUS03,2025-05-15T12:54:00,40,418149,-3,699657,54,97
BUS03,2025-05-15T12:55:00,40,418563,-3,699385,41,71
