busId,timestamp,latitude,longitude,speed
busId,timestamp,0,000000,0,000000,0,00
BUS01,2025-05-15T12:12:00,40,420031,-3,701337,59,31
BUS01,2025-05-15T12:13:00,40,420173,-3,701466,0,00
BUS01,2025-05-15T12:14:00,40,420647,-3,701362,36,96
BUS01,2025-05-15T12:15:00,40,420526,-3,701317,34,74
BUS01,2025-05-15T12:16:00,40,420062,-3,701198,48,56
BUS01,2025-05-15T12:17:00,40,420430,-3,701091,44,54
BUS01,2025-05-15T12:18:00,40,420354,-3,701365,6,32
BUS01,2025-05-15T12:19:00,40,420456,-3,701147,58,39
BUS01,2025-05-15T12:20:00,40,420695,-3,701020,24,04
BUS01,2025-05-15T12:21:00,40,421096,-3,700706,26,83
BUS01,2025-05-15T12:22:00,40,420736,-3,700843,23,44
BUS01,2025-05-15T12:23:00,40,420581,-3,700974,22,63
BUS01,2025-05-15T12:24:00,40,420087,-3,701096,37,74
BUS01,2025-05-15T12:25:00,40,420400,-3,701399,55,63
BUS01,2025-05-15T12:26:00,40,420023,-3,701021,0,27
BUS01,2025-05-15T12:27:00,40,420306,-3,701471,31,92
BUS01,2025-05-15T12:28:00,40,420050,-3,701119,52,69
BUS01,2025-05-15T12:29:00,40,420393,-3,700871,17,82
BUS01,2025-05-15T12:30:00,40,420807,-3,701185,38,21
BUS01,2025-05-15T12:31:00,40,421092,-3,700787,1,76
BUS01,2025-05-15T12:32:00,40,420994,-3,700450,40,40
BUS01,2025-05-15T12:33:00,40,420703,-3,700660,37,42
BUS01,2025-05-15T12:34:00,40,421094,-3,701013,27,55
BUS01,2025-05-15T12:35:00,40,421447,-3,701266,7,08
BUS01,2025-05-15T12:36:00,40,421344,-3,701424,0,00
BUS01,2025-05-15T12:37:00,40,421390,-3,701642,0,00
BUS01,2025-05-15T12:38:00,40,421803,-3,701237,18,73
BUS01,2025-05-15T12:39:00,40,421574,-3,701529,26,36
BUS01,2025-05-15T12:40:00,40,421754,-3,701165,36,10
BUS01,2025-05-15T12:41:00,40,421958,-3,701635,32,47
BUS01,2025-05-15T12:42:00,40,422394,-3,701865,50,45
BUS01,2025-05-15T12:43:00,40,422175,-3,701659,37,92
BUS01,2025-05-15T12:44:00,40,422130,-3,702139,5,62
BUS01,2025-05-15T12:45:00,40,422377,-3,702461,47,47
BUS01,2025-05-15T12:46:00,40,422342,-3,702806,58,71
BUS01,2025-05-15T12:47:00,40,422749,-3,703059,8,06
BUS01,2025-05-15T12:48:00,40,422637,-3,703542,44,66
BUS01,2025-05-15T12:49:00,40,422766,-3,703884,20,83
BUS01,2025-05-15T12:50:00,40,423213,-3,703998,6,34
BUS01,2025-05-15T12:51:00,40,422828,-3,704484,51,36
BUS01,2025-05-15T12:52:00,40,423231,-3,704542,43,43
BUS01,2025-05-15T12:53:00,40,423489,-3,704641,3,66
BUS01,2025-05-15T12:54:00,40,423481,-3,704497,0,33
BUS01,2025-05-15T12:55:00,40,423749,-3,704270,25,83
BUS01,2025-05-15T12:56:00,40,423696,-3,704384,3,97
BUS01,2025-05-15T12:57:00,40,423620,-3,704089,17,52
BUS01,2025-05-15T12:58:00,40,423601,-3,703987,41,85
BUS01,2025-05-15T12:59:00,40,424100,-3,703534,50,49
BUS01,2025-05-15T13:00:00,40,424210,-3,703568,53,74
BUS01,2025-05-15T13:01:00,40,424695,-3,703988,52,55
BUS01,2025-05-15T13:02:00,40,425023,-3,703611,35,91
BUS01,2025-05-15T13:03:00,40,424793,-3,703425,29,84
BUS01,2025-05-15T13:04:00,40,424479,-3,703088,22,38
BUS01,2025-05-15T13:05:00,40,424886,-3,703316,8,92
BUS01,2025-05-15T13:06:00,40,424792,-3,703194,45,23
BUS01,2025-05-15T13:07:00,40,424616,-3,703024,44,54
BUS01,2025-05-15T13:08:00,40,425106,-3,702993,6,64
BUS01,2025-05-15T13:09:00,40,425177,-3,702706,56,50
BUS01,2025-05-15T13:10:00,40,425135,-3,703172,23,51
BUS01,2025-05-15T13:11:00,40,425520,-3,702988,12,39
BUS02,2025-05-15T12:12:00,40,426226,-3,697702,28,67
BUS02,2025-05-15T12:13:00,40,425820,-3,697235,21,42
BUS02,2025-05-15T12:14:00,40,425860,-3,697000,54,82
BUS02,2025-05-15T12:15:00,40,426252,-3,697158,39,16
BUS02,2025-05-15T12:16:00,40,426750,-3,697105,32,24
BUS02,2025-05-15T12:17:00,40,426388,-3,697449,44,79
BUS02,2025-05-15T12:18:00,40,426458,-3,697851,22,69
BUS02,2025-05-15T12:19:00,40,426374,-3,697763,8,83
BUS02,2025-05-15T12:20:00,40,426874,-3,698022,34,98
BUS02,2025-05-15T12:21:00,40,426859,-3,697523,25,17
BUS02,2025-05-15T12:22:00,40,426387,-3,697140,0,00
BUS02,2025-05-15T12:23:00,40,426632,-3,696760,4,32
BUS02,2025-05-15T12:24:00,40,426648,-3,696318,54,85
BUS02,2025-05-15T12:25:00,40,426587,-3,696658,16,07
BUS02,2025-05-15T12:26:00,40,426098,-3,697148,35,53
BUS02,2025-05-15T12:27:00,40,426119,-3,697133,10,22
BUS02,2025-05-15T12:28:00,40,425951,-3,696646,25,34
BUS02,2025-05-15T12:29:00,40,426405,-3,697091,4,86
BUS02,2025-05-15T12:30:00,40,426894,-3,697201,27,42
BUS02,2025-05-15T12:31:00,40,426896,-3,696998,21,56
BUS02,2025-05-15T12:32:00,40,426865,-3,697351,27,28
BUS02,2025-05-15T12:33:00,40,427218,-3,696938,59,49
BUS02,2025-05-15T12:34:00,40,427682,-3,696767,58,29
BUS02,2025-05-15T12:35:00,40,427887,-3,697217,27,03
BUS02,2025-05-15T12:36:00,40,428353,-3,697689,30,11
BUS02,2025-05-15T12:37:00,40,428132,-3,697708,41,77
BUS02,2025-05-15T12:38:00,40,427788,-3,697716,52,64
BUS02,2025-05-15T12:39:00,40,427814,-3,698159,46,68
BUS02,2025-05-15T12:40:00,40,428071,-3,698276,7,08
BUS02,2025-05-15T12:41:00,40,427953,-3,698284,35,41
BUS02,2025-05-15T12:42:00,40,427485,-3,698629,30,18
BUS02,2025-05-15T12:43:00,40,427479,-3,699076,11,20
BUS02,2025-05-15T12:44:00,40,427608,-3,698918,38,50
BUS02,2025-05-15T12:45:00,40,427912,-3,698902,40,87
BUS02,2025-05-15T12:46:00,40,427482,-3,698573,56,65
BUS02,2025-05-15T12:47:00,40,427488,-3,698816,1,05
BUS02,2025-05-15T12:48:00,40,427809,-3,699062,0,00
BUS02,2025-05-15T12:49:00,40,428199,-3,698727,27,15
BUS02,2025-05-15T12:50:00,40,428370,-3,698712,56,40
BUS02,2025-05-15T12:51:00,40,428173,-3,698762,17,64
BUS02,2025-05-15T12:52:00,40,428488,-3,698726,22,23
BUS02,2025-05-15T12:53:00,40,428821,-3,698738,59,75
BUS02,2025-05-15T12:54:00,40,429139,-3,698699,27,20
BUS02,2025-05-15T12:55:00,40,429380,-3,698772,41,07
BUS02,2025-05-15T12:56:00,40,429412,-3,699120,58,72
BUS02,2025-05-15T12:57:00,40,429746,-3,699300,42,31
BUS02,2025-05-15T12:58:00,40,430089,-3,699181,18,10
