busId,timestamp,latitude,longitude,speed
busId,timestamp,0,000000,0,000000,0,00
BUS01,2025-05-15T11:29:00,40,425148,-3,700922,1,77
BUS01,2025-05-15T11:30:00,40,425584,-3,700708,53,29
BUS01,2025-05-15T11:31:00,40,425739,-3,700940,50,90
BUS01,2025-05-15T11:32:00,40,425635,-3,700974,51,30
BUS01,2025-05-15T11:33:00,40,425549,-3,701235,45,77
BUS01,2025-05-15T11:34:00,40,425680,-3,700983,5,38
BUS01,2025-05-15T11:35:00,40,425963,-3,701230,24,43
BUS01,2025-05-15T11:36:00,40,425860,-3,701554,58,27
BUS01,2025-05-15T11:37:00,40,425935,-3,701168,32,84
BUS01,2025-05-15T11:38:00,40,425642,-3,701439,5,60
BUS01,2025-05-15T11:39:00,40,425837,-3,701666,25,63
BUS01,2025-05-15T11:40:00,40,426166,-3,701618,43,30
BUS01,2025-05-15T11:41:00,40,425800,-3,701943,32,10
BUS01,2025-05-15T11:42:00,40,425345,-3,702299,0,80
BUS01,2025-05-15T11:43:00,40,425517,-3,702146,4,80
BUS01,2025-05-15T11:44:00,40,425602,-3,702349,18,62
BUS01,2025-05-15T11:45:00,40,425287,-3,702584,50,70
BUS01,2025-05-15T11:46:00,40,425076,-3,702968,17,22
BUS01,2025-05-15T11:47:00,40,424950,-3,702986,32,76
BUS01,2025-05-15T11:48:00,40,425353,-3,702671,35,86
BUS01,2025-05-15T11:49:00,40,425023,-3,702525,34,47
BUS01,2025-05-15T11:50:00,40,425483,-3,702133,17,40
BUS01,2025-05-15T11:51:00,40,425155,-3,702126,12,65
BUS01,2025-05-15T11:52:00,40,425130,-3,701732,36,78
BUS01,2025-05-15T11:53:00,40,425016,-3,701839,22,01
BUS01,2025-05-15T11:54:00,40,424646,-3,701742,40,90
BUS01,2025-05-15T11:55:00,40,424146,-3,701493,24,54
BUS01,2025-05-15T11:56:00,40,424098,-3,701296,34,71
BUS01,2025-05-15T11:57:00,40,424366,-3,701775,1,65
